date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:37:42	322/322	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2020:33:52%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fkcl-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=0445625de9c0ed7fd4224e42df8510b3	/home/mohamed/websites/final_class/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/kcl-trn-sq0bb6.png	(from https://www.classcentral.com/universities)
04:37:43	3490/3490	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2003:34:35%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fkcl-trn-sq.png?auto=format&h=80&ixlib=php-3.3.1&s=1978b55f13b37aa3c8da40e8981f2edd	/home/mohamed/websites/final_class/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/kcl-trn-sq195d.png	(from https://www.classcentral.com/universities)
04:37:43	743733/743733	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2002:37:41%20GMT	https://www.classcentral.com/university/kcl	/home/mohamed/websites/final_class/www.classcentral.com/university/kcl.html	(from https://www.classcentral.com/universities)
04:37:45	737967/737967	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2002:37:44%20GMT	https://www.classcentral.com/university/newcastle-au	/home/mohamed/websites/final_class/www.classcentral.com/university/newcastle-au.html	(from https://www.classcentral.com/universities)
04:37:45	435/435	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2011:48:53%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fprinceton-trn-sq.png?auto=format&blur=200&h=80&ixlib=php-3.3.1&px=16&s=4273596c0c7f38d99e880974f0b93175	/home/mohamed/websites/final_class/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/princeton-trn-sqa3ef.png	(from https://www.classcentral.com/universities)
04:37:46	5516/5516	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2011:48:54%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Flogos%2Finstitutions%2Fprinceton-trn-sq.png?auto=format&h=80&ixlib=php-3.3.1&s=420da6c07c915d6a6da1a3ab2995747d	/home/mohamed/websites/final_class/ccweb.imgix.net/https_/www.classcentral.com/images/logos/institutions/princeton-trn-sq284e.png	(from https://www.classcentral.com/universities)
04:37:48	731081/731081	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2002:37:47%20GMT	https://www.classcentral.com/university/uaf	/home/mohamed/websites/final_class/www.classcentral.com/university/uaf.html	(from https://www.classcentral.com/universities)
04:37:49	736205/736205	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2002:37:48%20GMT	https://www.classcentral.com/university/waseda	/home/mohamed/websites/final_class/www.classcentral.com/university/waseda.html	(from https://www.classcentral.com/universities)
04:37:50	741462/741462	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2002:37:49%20GMT	https://www.classcentral.com/university/adelaide	/home/mohamed/websites/final_class/www.classcentral.com/university/adelaide.html	(from https://www.classcentral.com/universities)
04:37:51	734938/734938	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Mar%202023%2002:37:50%20GMT	https://www.classcentral.com/university/birmingham	/home/mohamed/websites/final_class/www.classcentral.com/university/birmingham.html	(from https://www.classcentral.com/universities)
